Country,Year,GDP_Growth,Gov_Expenditure,Inflation,Unemployment,Investment_FDI,Real_Interest_Rate,Trade_Openness
JPN,2011,-0.20035785332982,19.6755211097853,-0.27245561610124,4.55,-0.0135476953217396,3.11626736285417,29.9713853558472
JPN,2012,1.64893452981225,19.729504957783,-0.0440645104432602,4.358,0.00863561136941304,2.21582773396187,30.174299547803
JPN,2013,1.99727653399265,19.6310664026448,0.335037912184741,4.038,0.201969683435447,1.48440011974468,33.5913694460807
JPN,2014,0.905915486065865,19.569565912101,2.75922671353253,3.589,0.396173028620197,-0.505624824522991,36.7643250218282
JPN,2015,1.79997735783475,19.1606996744383,0.795279630579839,3.385,0.115829519336403,-0.9106139954435,34.7276305886293
JPN,2016,0.704986495111257,19.1952236323288,-0.127258844489754,3.132,0.801395644123668,0.456903097607028,30.6562793068554
JPN,2017,1.62345062245441,18.9878945850343,0.484199796126385,2.822,0.37319148031924,0.972109141178608,33.6888336792782
JPN,2018,0.834143845965585,19.1049339062309,0.989094598021848,2.467,0.490646618599307,0.972109141178608,35.8035749582494
JPN,2019,-0.308496921143259,19.4451575446193,0.46877615938395,2.351,0.761769170240795,0.972109141178608,34.3582972799989
JPN,2020,-4.28327942675573,20.4376163201187,-0.024995834027731,2.809,1.20605775501323,0.972109141178608,30.5192226892273
JPN,2021,3.56419531474475,20.5324975835506,-0.233352779398264,2.808,0.67025659122188,0.972109141178608,35.4253927340539
JPN,2022,1.33164750653741,20.7103565973432,2.49770278172255,2.614,1.08260095152642,0.972109141178608,44.86063102004
JPN,2023,0.720785304749811,20.0946215543648,3.26813365933163,2.6,0.456297698647986,0.972109141178608,43.5950833802735
KOR,2000,9.2018583880479,10.5657622556615,2.25916580080157,4.063,1.92630076608706,7.54111863718284,64.0588155729056
KOR,2001,4.72593560322356,11.3505361029289,4.06657587897792,3.699,1.14917273381718,4.02519600370863,60.4277386641693
KOR,2002,7.74399895319569,11.3173666243086,2.76226210296599,3.046,0.842304427693724,3.64966247633618,56.6688767960273
KOR,2003,3.07472661826947,11.6926460752812,3.51487451459939,3.348,0.962229414316563,2.57995467101811,59.4242945541732
